timestamp,open (CNY),high (CNY),low (CNY),close (CNY),open (USD),high (USD),low (USD),close (USD),volume,market cap (USD)
12/9/2022,2.18797248,2.20189088,2.1817092,2.18449288,0.3144,0.3164,0.3135,0.3139,5501243.8,5501243.8
12/8/2022,2.15943976,2.19771536,2.13786624,2.1886684,0.3103,0.3158,0.3072,0.3145,55078149.3,55078149.3
12/7/2022,2.21511336,2.22624808,2.13438664,2.15874384,0.3183,0.3199,0.3067,0.3102,80392338,80392338
12/6/2022,2.22207256,2.23459912,2.1817092,2.21511336,0.3193,0.3211,0.3135,0.3183,54889434.1,54889434.1
12/5/2022,2.24225424,2.2895768,2.20119496,2.22207256,0.3222,0.329,0.3163,0.3193,68934870.6,68934870.6
12/4/2022,2.22416032,2.25547672,2.21372152,2.24155832,0.3196,0.3241,0.3181,0.3221,58073868.4,58073868.4
12/3/2022,2.22137664,2.2721788,2.20049904,2.22416032,0.3192,0.3265,0.3162,0.3196,88483029.8,88483029.8
12/2/2022,2.18797248,2.226944,2.16152752,2.22068072,0.3144,0.32,0.3106,0.3191,62310109.4,62310109.4
12/1/2022,2.21720112,2.226944,2.17475,2.1886684,0.3186,0.32,0.3125,0.3145,69894876.1,69894876.1
11/30/2022,2.15248056,2.23320728,2.14621728,2.21789704,0.3093,0.3209,0.3084,0.3187,103696273.3,103696273.3
11/29/2022,2.13369072,2.17683776,2.11698864,2.15178464,0.3066,0.3128,0.3042,0.3092,63045432.9,63045432.9
11/28/2022,2.17544592,2.18449288,2.08776,2.13369072,0.3126,0.3139,0.3,0.3066,118919688.1,118919688.1
11/27/2022,2.18379696,2.22416032,2.16709488,2.17544592,0.3138,0.3196,0.3114,0.3126,50910598.2,50910598.2
11/26/2022,2.19006024,2.24642976,2.16361528,2.18379696,0.3147,0.3228,0.3109,0.3138,66377188,66377188
11/25/2022,2.20049904,2.20815416,2.13856216,2.18936432,0.3162,0.3173,0.3073,0.3146,81668650.3,81668650.3
11/24/2022,2.2165052,2.23599096,2.16848672,2.20119496,0.3185,0.3213,0.3116,0.3163,77452139.6,77452139.6
11/23/2022,2.17544592,2.22972768,2.15248056,2.2165052,0.3126,0.3204,0.3093,0.3185,130172804.6,130172804.6
11/22/2022,2.11977232,2.20537048,2.07523344,2.17544592,0.3046,0.3169,0.2982,0.3126,119265124.3,119265124.3
11/21/2022,2.1712704,2.18031736,2.05505176,2.11977232,0.312,0.3133,0.2953,0.3046,162743368.1,162743368.1
11/20/2022,2.2826176,2.30488704,2.157352,2.1712704,0.328,0.3312,0.31,0.312,87909126.7,87909126.7
11/19/2022,2.2686992,2.31184624,2.23599096,2.2826176,0.326,0.3322,0.3213,0.328,49281576.1,49281576.1
11/18/2022,2.26243592,2.313934,2.23111952,2.2686992,0.3251,0.3325,0.3206,0.326,80892957.7,80892957.7
11/17/2022,2.3104544,2.3278524,2.21720112,2.26174,0.332,0.3345,0.3186,0.325,75533614.5,75533614.5
11/16/2022,2.34733816,2.39605256,2.25269304,2.3104544,0.3373,0.3443,0.3237,0.332,102897046.5,102897046.5
11/15/2022,2.31184624,2.40022808,2.29096864,2.34733816,0.3322,0.3449,0.3292,0.3373,103952732.7,103952732.7
11/14/2022,2.29584008,2.37935048,2.18658064,2.31254216,0.3299,0.3419,0.3142,0.3323,180688535.9,180688535.9
11/13/2022,2.36404024,2.40301176,2.26243592,2.29514416,0.3397,0.3453,0.3251,0.3298,146747692.7,146747692.7
11/12/2022,2.47538744,2.48373848,2.33968304,2.36404024,0.3557,0.3569,0.3362,0.3397,118816381.9,118816381.9
11/11/2022,2.56655296,2.60343672,2.3800464,2.47469152,0.3688,0.3741,0.342,0.3556,191115121.1,191115121.1
11/10/2022,2.20885008,2.63962456,2.17057448,2.56585704,0.3174,0.3793,0.3119,0.3687,361917813.6,361917813.6
11/9/2022,2.58951832,2.62083472,2.157352,2.209546,0.3721,0.3766,0.31,0.3175,397998672,397998672
11/8/2022,2.8115168,2.89224352,2.40997096,2.59021424,0.404,0.4156,0.3463,0.3722,379698137.7,379698137.7
11/7/2022,2.79829432,2.89572312,2.766282,2.81221272,0.4021,0.4161,0.3975,0.4041,138637231.9,138637231.9
11/6/2022,2.96670696,2.9994152,2.79342288,2.79829432,0.4263,0.431,0.4014,0.4021,112501696.2,112501696.2
11/5/2022,2.93399872,3.04673776,2.922864,2.96740288,0.4216,0.4378,0.42,0.4264,165672546.7,165672546.7
11/4/2022,2.70991248,2.96670696,2.70086552,2.93399872,0.3894,0.4263,0.3881,0.4216,233382097.9,233382097.9
11/3/2022,2.68346752,2.77811264,2.67372464,2.7106084,0.3856,0.3992,0.3842,0.3895,90983702.8,90983702.8
11/2/2022,2.79203104,2.84840056,2.644496,2.68346752,0.4012,0.4093,0.38,0.3856,168322996.7,168322996.7
11/1/2022,2.8219556,2.89085168,2.7732412,2.79133512,0.4055,0.4154,0.3985,0.4011,88819285.6,88819285.6
10/31/2022,2.82334744,2.89711496,2.766282,2.8219556,0.4057,0.4163,0.3975,0.4055,122659161.8,122659161.8
10/30/2022,2.92355992,2.93399872,2.77045752,2.82265152,0.4201,0.4216,0.3981,0.4056,117123022,117123022
10/29/2022,2.81430048,3.062048,2.78924736,2.922864,0.4044,0.44,0.4008,0.42,200912371.4,200912371.4
10/28/2022,2.70295328,2.8637108,2.62848984,2.81430048,0.3884,0.4115,0.3777,0.4044,139227634.2,139227634.2
10/27/2022,2.8045576,2.91868848,2.68694712,2.70295328,0.403,0.4194,0.3861,0.3884,170796279.1,170796279.1
10/26/2022,2.78437592,2.86858224,2.7454044,2.8045576,0.4001,0.4122,0.3945,0.403,197702684.6,197702684.6
10/25/2022,2.48582624,2.90407416,2.48373848,2.78368,0.3572,0.4173,0.3569,0.4,319472649,319472649
10/24/2022,2.51992632,2.54149984,2.45868536,2.48652216,0.3621,0.3652,0.3533,0.3573,92438606.2,92438606.2
10/23/2022,2.44476696,2.53175696,2.4078832,2.51992632,0.3513,0.3638,0.346,0.3621,85104357.9,85104357.9
10/22/2022,2.43015264,2.46634048,2.3870056,2.44476696,0.3492,0.3544,0.343,0.3513,71962552,71962552
10/21/2022,2.36751984,2.43502408,2.296536,2.43015264,0.3402,0.3499,0.33,0.3492,127159385.4,127159385.4
10/20/2022,2.43293632,2.47538744,2.34107488,2.36751984,0.3496,0.3557,0.3364,0.3402,111680559,111680559
10/19/2022,2.52201408,2.52201408,2.4148424,2.43363224,0.3624,0.3624,0.347,0.3497,92329214.7,92329214.7
10/18/2022,2.59160608,2.60482856,2.48373848,2.52201408,0.3724,0.3743,0.3569,0.3624,95363501.1,95363501.1
10/17/2022,2.57699176,2.61526736,2.5470672,2.59091016,0.3703,0.3758,0.366,0.3723,66215062.2,66215062.2
10/16/2022,2.53384472,2.60900408,2.53175696,2.57699176,0.3641,0.3749,0.3638,0.3703,61182203.2,61182203.2
10/15/2022,2.55193864,2.574904,2.51366304,2.53384472,0.3667,0.37,0.3612,0.3641,62954187.6,62954187.6
10/14/2022,2.62292248,2.7071288,2.50948752,2.55193864,0.3769,0.389,0.3606,0.3667,135534544.8,135534544.8
10/13/2022,2.65423888,2.66119808,2.4287608,2.62222656,0.3814,0.3824,0.349,0.3768,269611367.3,269611367.3
10/12/2022,2.71895944,2.75166768,2.6166592,2.65423888,0.3907,0.3954,0.376,0.3814,100681651,100681651
10/11/2022,2.79133512,2.79481472,2.67024504,2.71965536,0.4011,0.4016,0.3837,0.3908,157186233.6,157186233.6
10/10/2022,2.9437416,2.97018656,2.77115344,2.79203104,0.423,0.4268,0.3982,0.4012,108015329.8,108015329.8
10/9/2022,2.93608648,2.95209264,2.9159048,2.9437416,0.4219,0.4242,0.419,0.423,50765905.1,50765905.1
10/8/2022,2.95000488,2.97227432,2.91451296,2.93608648,0.4239,0.4271,0.4188,0.4219,57044040.1,57044040.1
10/7/2022,2.98410496,2.99523968,2.9333028,2.9507008,0.4288,0.4304,0.4215,0.424,85765776,85765776
10/6/2022,2.99871928,3.0411704,2.9611396,2.98410496,0.4309,0.437,0.4255,0.4288,87385034.1,87385034.1
10/5/2022,3.03142752,3.03908264,2.94791712,2.99871928,0.4356,0.4367,0.4236,0.4309,86070134.7,86070134.7
10/4/2022,2.97575392,3.04604184,2.95974776,3.0307316,0.4276,0.4377,0.4253,0.4355,89193827.3,89193827.3
10/3/2022,2.9193844,2.98410496,2.89363536,2.97575392,0.4195,0.4288,0.4158,0.4276,97901531.3,97901531.3
10/2/2022,2.99315192,3.01194176,2.90616192,2.91868848,0.4301,0.4328,0.4176,0.4194,79897439.7,79897439.7
10/1/2022,3.02446832,3.03699488,2.975058,2.992456,0.4346,0.4364,0.4275,0.43,61750878.7,61750878.7
9/30/2022,3.04952144,3.0724868,2.98758456,3.02516424,0.4382,0.4415,0.4293,0.4347,120942156.5,120942156.5
9/29/2022,3.03560304,3.05787248,2.97644984,3.04882552,0.4362,0.4394,0.4277,0.4381,120381859.1,120381859.1
9/28/2022,3.07179088,3.08362152,2.95835592,3.03490712,0.4414,0.4431,0.4251,0.4361,126497310.3,126497310.3
9/27/2022,3.11285016,3.22419736,3.04325816,3.06970312,0.4473,0.4633,0.4373,0.4411,148327423.1,148327423.1
9/26/2022,3.10519504,3.13651144,3.0376908,3.11285016,0.4462,0.4507,0.4365,0.4473,125876450.8,125876450.8
9/25/2022,3.1385992,3.22071776,3.0516092,3.10658688,0.451,0.4628,0.4385,0.4464,112039917.9,112039917.9
9/24/2022,3.21445448,3.26316888,3.13442368,3.13929512,0.4619,0.4689,0.4504,0.4511,122469926.2,122469926.2
9/23/2022,3.18940136,3.357814,3.1038032,3.21375856,0.4583,0.4825,0.446,0.4618,210001077.3,210001077.3
9/22/2022,3.05369696,3.24716272,3.02238056,3.19009728,0.4388,0.4666,0.4343,0.4584,155204297.3,155204297.3
9/21/2022,3.07805416,3.2325484,3.00150296,3.05439288,0.4423,0.4645,0.4313,0.4389,285433830.3,285433830.3
9/20/2022,3.15042984,3.1629564,3.04325816,3.07735824,0.4527,0.4545,0.4373,0.4422,107529839.9,107529839.9
9/19/2022,3.11563384,3.1803544,3.01472544,3.15042984,0.4477,0.457,0.4332,0.4527,182324362.8,182324362.8
9/18/2022,3.38147528,3.41279168,3.06413576,3.11563384,0.4859,0.4904,0.4403,0.4477,128727598.1,128727598.1
9/17/2022,3.30283632,3.39817736,3.28683016,3.38147528,0.4746,0.4883,0.4723,0.4859,100281140.5,100281140.5
9/16/2022,3.24437904,3.30353224,3.1594768,3.30283632,0.4662,0.4747,0.454,0.4746,102993446.9,102993446.9
9/15/2022,3.34528744,3.3543344,3.21445448,3.24437904,0.4807,0.482,0.4619,0.4662,131971420.4,131971420.4
9/14/2022,3.2255892,3.38982632,3.2151504,3.34667928,0.4635,0.4871,0.462,0.4809,139528796.3,139528796.3
9/13/2022,3.48864696,3.5422328,3.20958304,3.2255892,0.5013,0.509,0.4612,0.4635,232872260.6,232872260.6
9/12/2022,3.54780016,3.61669624,3.45037136,3.48795104,0.5098,0.5197,0.4958,0.5012,168685217.5,168685217.5
9/11/2022,3.56380632,3.61808808,3.4796,3.54780016,0.5121,0.5199,0.5,0.5098,129240731.5,129240731.5
9/10/2022,3.49491024,3.64801264,3.4413244,3.56380632,0.5022,0.5242,0.4945,0.5121,194060696.5,194060696.5
9/9/2022,3.33415272,3.514396,3.32858536,3.49491024,0.4791,0.505,0.4783,0.5022,179504511.2,179504511.2
9/8/2022,3.33136904,3.36198952,3.22002184,3.3334568,0.4787,0.4831,0.4627,0.479,113848178.5,113848178.5
9/7/2022,3.21863,3.35503032,3.15669312,3.33136904,0.4625,0.4821,0.4536,0.4787,139305299.9,139305299.9
9/6/2022,3.4691612,3.56450224,3.19566464,3.21863,0.4985,0.5122,0.4592,0.4625,233944338,233944338
9/5/2022,3.5039572,3.53248992,3.35850992,3.46846528,0.5035,0.5076,0.4826,0.4984,141753954.4,141753954.4
9/4/2022,3.34250376,3.549192,3.30979552,3.5039572,0.4803,0.51,0.4756,0.5035,199924106.3,199924106.3
9/3/2022,3.16226048,3.3821712,3.1559972,3.34250376,0.4544,0.486,0.4535,0.4803,182225091.7,182225091.7
